algorithm,num_queries,num_plans_per_query,num_communities,equal_sizes,density_in_min,density_in_max,density_out,cost_domain_bound,savings_domain_bound,problem_index,opt_time,costs,normalised_costs
SA_incremental,500,30,2,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,500,30,2,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,500,30,2,true,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,500,30,2,true,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,500,30,2,true,0.05,1,0.05,20,10,2,37836.319969177246,4859,1.3125337655321447
DA_incremental,500,30,2,true,0.05,1,0.05,20,10,2,57548.72020149232,3702,1.0
DA_parallel,500,30,2,true,0.05,1,0.05,20,10,2,36562.04720306397,7227,1.9521880064829822
SA_it_1000_npart_0,500,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,500,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,500,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,500,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,500,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,500,30,2,false,0.05,1,0.05,20,10,0,58958.39801597595,6094,1.5633658286300667
DA_incremental,500,30,2,false,0.05,1,0.05,20,10,0,81084.55618858337,3898,1.0
DA_parallel,500,30,2,false,0.05,1,0.05,20,10,0,61786.01650047302,6127,1.5718317085684967
SA_it_1000_npart_0,500,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,500,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
HQA_incremental,500,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,500,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,500,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,500,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,500,30,2,false,0.05,1,0.05,20,10,1,59277.29514312744,6143,1.5481350806451613
DA_incremental,500,30,2,false,0.05,1,0.05,20,10,1,74930.28748130798,3968,1.0
DA_parallel,500,30,2,false,0.05,1,0.05,20,10,1,44724.76345252991,14355,3.6176915322580645
SA_it_1000_npart_0,500,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,500,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,500,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,500,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,500,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,500,30,2,false,0.05,1,0.05,20,10,2,46718.90334701538,6411,1.72385049744555
DA_incremental,500,30,2,false,0.05,1,0.05,20,10,2,71526.85881996155,3719,1.0
DA_parallel,500,30,2,false,0.05,1,0.05,20,10,2,43921.96689796448,8897,2.392309760688357
SA_it_1000_npart_0,500,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,500,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,500,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,500,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,500,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,500,30,4,true,0.05,1,0.05,20,10,0,41559.84622955322,5683,1.438006072874494
DA_incremental,500,30,4,true,0.05,1,0.05,20,10,0,58033.636724472046,3952,1.0
DA_parallel,500,30,4,true,0.05,1,0.05,20,10,0,39899.3717212677,7705,1.9496457489878543
SA_it_1000_npart_0,500,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,500,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
HQA_incremental,500,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,500,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,500,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,500,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,500,30,4,true,0.05,1,0.05,20,10,1,45509.26238822937,4249,1.1013478486262311
DA_incremental,500,30,4,true,0.05,1,0.05,20,10,1,70083.13851165773,3858,1.0
DA_parallel,500,30,4,true,0.05,1,0.05,20,10,1,39538.28977203369,7302,1.8926905132192846
SA_it_1000_npart_0,500,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,500,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,500,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,500,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,500,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,500,30,4,true,0.05,1,0.05,20,10,2,46295.9522857666,5879,1.635781858653311
DA_incremental,500,30,4,true,0.05,1,0.05,20,10,2,66260.35125923157,3594,1.0
DA_parallel,500,30,4,true,0.05,1,0.05,20,10,2,40494.09815788269,7200,2.003338898163606
SA_it_1000_npart_0,500,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,500,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,500,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,500,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,500,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,500,30,4,false,0.05,1,0.05,20,10,0,50989.7436542511,4781,1.3145449546329393
DA_incremental,500,30,4,false,0.05,1,0.05,20,10,0,74167.50875091551,3637,1.0
DA_parallel,500,30,4,false,0.05,1,0.05,20,10,0,46227.87156295776,6397,1.758867198240308
SA_it_1000_npart_0,500,30,4,false,0.05,1,0.05,20,10,0,258720.48044204712,36970,10.16497113005224
SA_incremental,500,30,4,false,0.05,1,0.05,20,10,0,49942.280769348145,35564,9.778388781963157
HQA_incremental,500,30,4,false,0.05,1,0.05,20,10,0,56342.85468487549,28783,7.913940060489415
genetic_200,500,30,4,false,0.05,1,0.05,20,10,0,300000,36791.0,10.11575474291999
genetic_50,500,30,4,false,0.05,1,0.05,20,10,0,300000,33905.0,9.32224360736871
hill_climbing,500,30,4,false,0.05,1,0.05,20,10,0,300000,41559.0,11.426725323068464
DA_tl_20_npart_0,500,30,4,false,0.05,1,0.05,20,10,1,47573.31951332092,6338,1.7630041724617525
DA_incremental,500,30,4,false,0.05,1,0.05,20,10,1,69069.69545173645,3595,1.0
DA_parallel,500,30,4,false,0.05,1,0.05,20,10,1,41902.98271560669,9409,2.6172461752433938
SA_it_1000_npart_0,500,30,4,false,0.05,1,0.05,20,10,1,194790.64393043518,38113,10.601668984700973
SA_incremental,500,30,4,false,0.05,1,0.05,20,10,1,43109.52186584473,36163,10.059248956884561
genetic_200,500,30,4,false,0.05,1,0.05,20,10,1,300000,37330.0,10.383866481223922
genetic_50,500,30,4,false,0.05,1,0.05,20,10,1,240000,34838.0,9.69068150208623
hill_climbing,500,30,4,false,0.05,1,0.05,20,10,1,300000,41649.0,11.585257301808067
DA_tl_20_npart_0,500,30,4,false,0.05,1,0.05,20,10,2,65603.69635009767,4790,1.2238119570771588
DA_incremental,500,30,4,false,0.05,1,0.05,20,10,2,76050.18475723267,3914,1.0
DA_parallel,500,30,4,false,0.05,1,0.05,20,10,2,60086.75651168823,5965,1.524016351558508
SA_it_1000_npart_0,500,30,4,false,0.05,1,0.05,20,10,2,404793.4579849243,39205,10.016607051609606
SA_incremental,500,30,4,false,0.05,1,0.05,20,10,2,66900.67648887634,38178,9.754215636177824
genetic_200,500,30,4,false,0.05,1,0.05,20,10,2,300000,38400.0,9.810935104752172
genetic_50,500,30,4,false,0.05,1,0.05,20,10,2,300000,33659.0,8.59964230965764
hill_climbing,500,30,4,false,0.05,1,0.05,20,10,2,300000,42343.0,10.818344404701072
DA_tl_20_npart_0,500,30,6,true,0.05,1,0.05,20,10,0,42075.47230911255,3946,1.0447445062218692
DA_incremental,500,30,6,true,0.05,1,0.05,20,10,0,61722.26254653931,3777,1.0
DA_parallel,500,30,6,true,0.05,1,0.05,20,10,0,39895.251163482666,7454,1.973523960815462
SA_it_1000_npart_0,500,30,6,true,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,500,30,6,true,0.05,1,0.05,20,10,0,0,n/a,20
HQA_incremental,500,30,6,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,500,30,6,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,500,30,6,true,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,500,30,6,true,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,500,30,6,true,0.05,1,0.05,20,10,1,40153.4753780365,3695,1.0
DA_incremental,500,30,6,true,0.05,1,0.05,20,10,1,58179.218225479126,3850,1.0419485791610283
DA_parallel,500,30,6,true,0.05,1,0.05,20,10,1,37598.641969680786,8654,2.342083897158322
SA_it_1000_npart_0,500,30,6,true,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,500,30,6,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,500,30,6,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,500,30,6,true,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,500,30,6,true,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,500,30,6,true,0.05,1,0.05,20,10,2,42693.87160873413,3853,1.0492919389978212
DA_incremental,500,30,6,true,0.05,1,0.05,20,10,2,62740.27980804443,3672,1.0
DA_parallel,500,30,6,true,0.05,1,0.05,20,10,2,39295.41816329956,7876,2.144880174291939
SA_it_1000_npart_0,500,30,6,true,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,500,30,6,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,500,30,6,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,500,30,6,true,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,500,30,6,true,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,500,30,6,false,0.05,1,0.05,20,10,0,43771.89147758484,4748,1.3397291196388261
DA_incremental,500,30,6,false,0.05,1,0.05,20,10,0,65547.605594635,3544,1.0
DA_parallel,500,30,6,false,0.05,1,0.05,20,10,0,40148.91320991516,9245,2.6086343115124153
SA_it_1000_npart_0,500,30,6,false,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,500,30,6,false,0.05,1,0.05,20,10,0,0,n/a,20
HQA_incremental,500,30,6,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,500,30,6,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,500,30,6,false,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,500,30,6,false,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,500,30,6,false,0.05,1,0.05,20,10,1,42167.853425979614,6411,1.624683223517486
DA_incremental,500,30,6,false,0.05,1,0.05,20,10,1,64280.74682998659,3946,1.0
DA_parallel,500,30,6,false,0.05,1,0.05,20,10,1,38295.46802330016,9757,2.4726305119107956
SA_it_1000_npart_0,500,30,6,false,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,500,30,6,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,500,30,6,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,500,30,6,false,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,500,30,6,false,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,500,30,6,false,0.05,1,0.05,20,10,2,40151.90891647339,4788,1.313940724478595
DA_incremental,500,30,6,false,0.05,1,0.05,20,10,2,59201.5581741333,3644,1.0
DA_parallel,500,30,6,false,0.05,1,0.05,20,10,2,38774.97936630249,8479,2.3268386388583973
SA_it_1000_npart_0,500,30,6,false,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,500,30,6,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,500,30,6,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,500,30,6,false,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,500,30,6,false,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,500,30,10,true,0.05,1,0.05,20,10,0,37137.28646850586,3863,1.0851123595505618
DA_incremental,500,30,10,true,0.05,1,0.05,20,10,0,56642.85220146179,3560,1.0
DA_parallel,500,30,10,true,0.05,1,0.05,20,10,0,35532.16518783569,7835,2.2008426966292136
SA_it_1000_npart_0,500,30,10,true,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,500,30,10,true,0.05,1,0.05,20,10,0,0,n/a,20
HQA_incremental,500,30,10,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,500,30,10,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,500,30,10,true,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,500,30,10,true,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,500,30,10,true,0.05,1,0.05,20,10,1,37139.32240486145,3554,1.0
DA_incremental,500,30,10,true,0.05,1,0.05,20,10,1,56846.0408782959,3579,1.0070343275182891
DA_parallel,500,30,10,true,0.05,1,0.05,20,10,1,35826.142194747925,9247,2.6018570624648283
SA_it_1000_npart_0,500,30,10,true,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,500,30,10,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,500,30,10,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,500,30,10,true,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,500,30,10,true,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,500,30,10,true,0.05,1,0.05,20,10,2,35714.770725250244,3702,1.0
DA_incremental,500,30,10,true,0.05,1,0.05,20,10,2,55901.03231430054,4176,1.1280388978930307
DA_parallel,500,30,10,true,0.05,1,0.05,20,10,2,35170.253410339355,9853,2.661534305780659
SA_it_1000_npart_0,500,30,10,true,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,500,30,10,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,500,30,10,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,500,30,10,true,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,500,30,10,true,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,500,30,10,false,0.05,1,0.05,20,10,0,41750.844831466675,4384,1.118652717529982
DA_incremental,500,30,10,false,0.05,1,0.05,20,10,0,64136.65175056457,3919,1.0
DA_parallel,500,30,10,false,0.05,1,0.05,20,10,0,40030.55838012695,8386,2.139831589691248
SA_it_1000_npart_0,500,30,10,false,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,500,30,10,false,0.05,1,0.05,20,10,0,0,n/a,20
HQA_incremental,500,30,10,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,500,30,10,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,500,30,10,false,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,500,30,10,false,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,500,30,10,false,0.05,1,0.05,20,10,1,38966.280433654785,4130,1.0808688824914943
DA_incremental,500,30,10,false,0.05,1,0.05,20,10,1,62178.84548187256,3821,1.0
DA_parallel,500,30,10,false,0.05,1,0.05,20,10,1,38781.93945312501,8658,2.265898979324784
SA_it_1000_npart_0,500,30,10,false,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,500,30,10,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,500,30,10,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,500,30,10,false,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,500,30,10,false,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,500,30,10,false,0.05,1,0.05,20,10,2,40170.99932861328,4759,1.3131898454746136
DA_incremental,500,30,10,false,0.05,1,0.05,20,10,2,60045.96223640442,3624,1.0
DA_parallel,500,30,10,false,0.05,1,0.05,20,10,2,36641.05442047119,9408,2.596026490066225
SA_it_1000_npart_0,500,30,10,false,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,500,30,10,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,500,30,10,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,500,30,10,false,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,500,30,10,false,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,750,30,1,true,0.05,1,0.05,20,10,0,71079.38766479492,3635,1.0
DA_incremental,750,30,1,true,0.05,1,0.05,20,10,0,91518.47810554504,7467,2.0541953232462173
DA_parallel,750,30,1,true,0.05,1,0.05,20,10,0,54945.59319114686,20690,5.691884456671252
SA_it_1000_npart_0,750,30,1,true,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,750,30,1,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,750,30,1,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,750,30,1,true,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,750,30,1,true,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,750,30,1,true,0.05,1,0.05,20,10,1,69698.63359260559,3410,1.0
DA_incremental,750,30,1,true,0.05,1,0.05,20,10,1,95401.30104255676,6134,1.7988269794721408
DA_parallel,750,30,1,true,0.05,1,0.05,20,10,1,61034.688524246216,21275,6.23900293255132
SA_it_1000_npart_0,750,30,1,true,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,750,30,1,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,750,30,1,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,750,30,1,true,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,750,30,1,true,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,750,30,1,true,0.05,1,0.05,20,10,2,146086.6259765625,3458,1.0
DA_incremental,750,30,1,true,0.05,1,0.05,20,10,2,132057.41214561462,8077,2.335743204164257
DA_parallel,750,30,1,true,0.05,1,0.05,20,10,2,74835.7911567688,32581,9.42192018507808
SA_it_1000_npart_0,750,30,1,true,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,750,30,1,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,750,30,1,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,750,30,1,true,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,750,30,1,true,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,750,30,1,false,0.05,1,0.05,20,10,0,71079.38766479492,3635,1.0
DA_incremental,750,30,1,false,0.05,1,0.05,20,10,0,91518.47810554504,7467,2.0541953232462173
DA_parallel,750,30,1,false,0.05,1,0.05,20,10,0,54945.59319114686,20690,5.691884456671252
SA_it_1000_npart_0,750,30,1,false,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,750,30,1,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,750,30,1,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,750,30,1,false,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,750,30,1,false,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,750,30,1,false,0.05,1,0.05,20,10,1,69698.63359260559,3410,1.0
DA_incremental,750,30,1,false,0.05,1,0.05,20,10,1,95401.30104255676,6134,1.7988269794721408
DA_parallel,750,30,1,false,0.05,1,0.05,20,10,1,61034.688524246216,21275,6.23900293255132
SA_it_1000_npart_0,750,30,1,false,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,750,30,1,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,750,30,1,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,750,30,1,false,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,750,30,1,false,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,750,30,1,false,0.05,1,0.05,20,10,2,146086.6259765625,3458,1.0
DA_incremental,750,30,1,false,0.05,1,0.05,20,10,2,132057.41214561462,8077,2.335743204164257
DA_parallel,750,30,1,false,0.05,1,0.05,20,10,2,74835.7911567688,32581,9.42192018507808
SA_it_1000_npart_0,750,30,1,false,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,750,30,1,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,750,30,1,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,750,30,1,false,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,750,30,1,false,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,750,30,2,true,0.05,1,0.05,20,10,0,123788.2991065979,10341,3.1412515188335357
DA_incremental,750,30,2,true,0.05,1,0.05,20,10,0,142944.7281627655,3292,1.0
DA_parallel,750,30,2,true,0.05,1,0.05,20,10,0,83209.9478969574,8887,2.6995747266099634
SA_it_1000_npart_0,750,30,2,true,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,750,30,2,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,750,30,2,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,750,30,2,true,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,750,30,2,true,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,750,30,2,true,0.05,1,0.05,20,10,1,100088.50749206543,7264,1.8278812279818821
DA_incremental,750,30,2,true,0.05,1,0.05,20,10,1,126564.68980026244,3974,1.0
DA_parallel,750,30,2,true,0.05,1,0.05,20,10,1,73787.84014320374,9096,2.28887770508304
SA_it_1000_npart_0,750,30,2,true,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,750,30,2,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,750,30,2,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,750,30,2,true,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,750,30,2,true,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,750,30,2,true,0.05,1,0.05,20,10,2,71743.37313270569,8942,2.2444779116465865
DA_incremental,750,30,2,true,0.05,1,0.05,20,10,2,102748.93065071106,3984,1.0
DA_parallel,750,30,2,true,0.05,1,0.05,20,10,2,71134.26357078552,12495,3.1362951807228914
SA_it_1000_npart_0,750,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,750,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,750,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,750,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,750,30,2,true,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,750,30,2,false,0.05,1,0.05,20,10,0,71476.13497543335,7478,2.244297719087635
DA_incremental,750,30,2,false,0.05,1,0.05,20,10,0,106994.51989555359,3332,1.0
DA_parallel,750,30,2,false,0.05,1,0.05,20,10,0,58689.64406013489,18310,5.495198079231693
SA_it_1000_npart_0,750,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,750,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,750,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,750,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,750,30,2,false,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,750,30,2,false,0.05,1,0.05,20,10,1,128220.38488769533,15946,4.118285123966942
DA_incremental,750,30,2,false,0.05,1,0.05,20,10,1,153082.26456451416,3872,1.0
DA_parallel,750,30,2,false,0.05,1,0.05,20,10,1,108395.4965801239,7774,2.0077479338842976
SA_it_1000_npart_0,750,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,750,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,750,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,750,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,750,30,2,false,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,750,30,2,false,0.05,1,0.05,20,10,2,87166.05928039551,7486,2.0414507772020727
DA_incremental,750,30,2,false,0.05,1,0.05,20,10,2,119691.33552932739,3667,1.0
DA_parallel,750,30,2,false,0.05,1,0.05,20,10,2,69641.73615455627,9572,2.6103081538041994
SA_it_1000_npart_0,750,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,750,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,750,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,750,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,750,30,2,false,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,750,30,4,true,0.05,1,0.05,20,10,0,85236.43329048157,8277,2.2645690834473324
DA_incremental,750,30,4,true,0.05,1,0.05,20,10,0,110816.64197731018,3655,1.0
DA_parallel,750,30,4,true,0.05,1,0.05,20,10,0,68057.69968795776,13693,3.746374829001368
SA_it_1000_npart_0,750,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
SA_incremental,750,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_200,750,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
genetic_50,750,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
hill_climbing,750,30,4,true,0.05,1,0.05,20,10,0,0,n/a,20
DA_tl_20_npart_0,750,30,4,true,0.05,1,0.05,20,10,1,85411.68121910095,7627,2.2938345864661653
DA_incremental,750,30,4,true,0.05,1,0.05,20,10,1,107916.53353118896,3325,1.0
DA_parallel,750,30,4,true,0.05,1,0.05,20,10,1,63790.508655548096,10828,3.256541353383459
SA_it_1000_npart_0,750,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
SA_incremental,750,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_200,750,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
genetic_50,750,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
hill_climbing,750,30,4,true,0.05,1,0.05,20,10,1,0,n/a,20
DA_tl_20_npart_0,750,30,4,true,0.05,1,0.05,20,10,2,85013.8332824707,13566,3.5879396984924625
DA_incremental,750,30,4,true,0.05,1,0.05,20,10,2,112624.30824661255,3781,1.0
DA_parallel,750,30,4,true,0.05,1,0.05,20,10,2,66192.9234046936,11871,3.139645596403068
SA_it_1000_npart_0,750,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
SA_incremental,750,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_200,750,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
genetic_50,750,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
hill_climbing,750,30,4,true,0.05,1,0.05,20,10,2,0,n/a,20
DA_tl_20_npart_0,750,30,4,false,0.05,1,0.05,20,10,0,99614.39588165283,7950,2.0606531881804044
DA_incremental,750,30,4,false,0.05,1,0.05,20,10,0,129965.33207511902,3858,1.0
DA_parallel,750,30,4,false,0.05,1,0.05,20,10,0,77980.92502975464,9782,2.5355106272680143
SA_it_1000_npart_0,750,30,4,false,0.05,1,0.05,20,10,0,643878.8621425629,69123,17.91679626749611
SA_incremental,750,30,4,false,0.05,1,0.05,20,10,0,118789.96658325195,66966,17.357698289269052
